Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number
Lexus LX 570 AWD 2018 Gray,"₦ 39,500,000,",₦ 74.6 M ~ 75.3 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/116687052_NjIwLTYyMC0xYzgwZjU3NWNi.webp,https://pictures-nigeria.jijistatic.com/116687052_MTExLTExMS0xYzgwZjU3NWNi.webp | https://pictures-nigeria.jijistatic.com/116687054_MTExLTExMS0xOTRkMTU5MTM1.webp | https://pictures-nigeria.jijistatic.com/116687068_MTExLTExMS0xYzU4NGQyY2U0.webp | https://pictures-nigeria.jijistatic.com/116687070_MTExLTExMS1hNmIyZTdmOWMx.webp | https://pictures-nigeria.jijistatic.com/116687063_MTExLTExMS00MjcyOWQ5N2Nk.webp,Automatic,74000 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Xenon Lights | Sunroof | Sidesteps | Parking Sensors | Leather Seats | LED Headlights,Stanley Nwakuche,https://jiji.ng/amuwo-odofin/cars/lexus-lx-570-awd-2018-gray-3BbVwM3ALYG2iVKgLtyaSf6y.html,No faults,Lexus,LX,2018,Gray,No,570 AWD,SUV,All Wheel,5700           cc,8,370           hp,8,,
Toyota 4-Runner Sport Edition 2004 Gray,"₦ 2,250,000,",₦ 2.74 M ~ 3.06 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/117330025_NjIwLTgyNy04NGNjYmVmNDA3.webp,https://pictures-nigeria.jijistatic.com/117330025_MTExLTE0OC04NGNjYmVmNDA3.webp | https://pictures-nigeria.jijistatic.com/117330024_MTExLTE0OC04MzRlZWE4N2Nj.webp | https://pictures-nigeria.jijistatic.com/117330029_MTExLTgzLTFlY2RlYjIxMTM.webp | https://pictures-nigeria.jijistatic.com/117330028_MTExLTE0OC0xZGUyOTM1YzUz.webp | https://pictures-nigeria.jijistatic.com/117330023_MTExLTgzLTYwMjJiMGZmOTQ.webp,Automatic,,Petrol,Nigerian Used,Air Conditioning | Airbags | Alloy Wheels | CD Player | AM/FM Radio,Asphalt Nitro Automobiles,https://jiji.ng/ajah/cars/toyota-4-runner-sport-edition-2004-gray-lda9u2EZMoygIpVBnGs2Nn0p.html,"No faults, Original parts, Unpainted",Toyota,4-Runner,2004,Gray,No,Sport Edition,SUV,Rear Wheel,4000           cc,6,245           hp,5,,
Ford Edge 2013 Beige,"₦ 6,300,000,",₦ 6.26 M ~ 6.8 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/117233502_NjIwLTQ2NS03MzJmOTk1ZWQ1.webp,https://pictures-nigeria.jijistatic.com/117233502_MTExLTgzLTczMmY5OTVlZDU.webp | https://pictures-nigeria.jijistatic.com/117233501_MTExLTgzLWY0NGQ3Yzk1Mzk.webp | https://pictures-nigeria.jijistatic.com/117233497_MTExLTgzLWMyYjA0ZjQwNzg.webp | https://pictures-nigeria.jijistatic.com/117233499_MTExLTgzLTI2YjRhMjZlYjU.webp | https://pictures-nigeria.jijistatic.com/117233498_MTExLTgzLWI1MWZlNjg3OTY.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Airbags | Alloy Wheels | Anti-Lock Brakes | Armrests | Cup Holders | Electric Mirrors | Electric Windows | Leather Seats | Front Fog Lamps | LED Headlights | Parking Sensors | Parking Assist | Sunroof,Colleken ltd,https://jiji.ng/amuwo-odofin/cars/ford-edge-2013-beige-iFU13Dkgut2J2WwJxcQyqUVf.html,No faults,Ford,Edge,2013,Beige,No,Limited 4dr AWD (3.5L 6cyl 6A),SUV,All Wheel,3500           cc,6,285           hp,5,No,
Toyota Camry 2.4 LE 2008 Blue,"₦ 3,000,000",₦ 2.95 M ~ 3.2 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117342369_NjIwLTQ2NS0wOTZmMjExM2Uy.webp,https://pictures-nigeria.jijistatic.com/117342369_MTExLTgzLTA5NmYyMTEzZTI.webp | https://pictures-nigeria.jijistatic.com/117342392_MTExLTgzLWVhNDQyMzUwNWI.webp | https://pictures-nigeria.jijistatic.com/117342386_MTExLTgzLWIzMmMyZWIyMDA.webp | https://pictures-nigeria.jijistatic.com/117342413_MTExLTgzLTc2MTAxNzE1NTM.webp | https://pictures-nigeria.jijistatic.com/117342409_MTExLTgzLTkyNTQ2NDE0NmE.webp,Automatic,100000 km,Petrol,Nigerian Used,,William Wheelz,https://jiji.ng/surulere/cars/toyota-camry-2-4-le-2008-blue-rKKc4Gui9iYws6g4r6KVYGOj.html,"No faults, Original parts",Toyota,Camry,2008,Blue,Yes,2.4 LE,,Front,,,158           hp,5,,
Mercedes-Benz R-Class 2011 Gray,"₦ 8,000,000",,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/84494885_NjIwLTQ2NC02MGQ1ZGUyMmU0.webp,https://pictures-nigeria.jijistatic.com/84494885_MTExLTgzLTYwZDVkZTIyZTQ.webp | https://pictures-nigeria.jijistatic.com/84494894_MTExLTgzLTBiYWNiOGNmMDk.webp | https://pictures-nigeria.jijistatic.com/84494896_MTExLTgzLThmYzcxMTAxM2I.webp | https://pictures-nigeria.jijistatic.com/84494897_MTExLTgzLTY5YWQzNjkyNDY.webp | https://pictures-nigeria.jijistatic.com/84494899_MTExLTgzLWE3Y2NlYWVlMDQ.webp,Automatic,125213 km,,Foreign Used,,Oluwaseun Adelowo,https://jiji.ng/lagos-abule-egba/cars/mercedes-benz-r-class-2011-gray-ru5EVe3dXh7W4vlb6fb9HpU2.html,No faults,Mercedes-Benz,R-Class,2011,Gray,No,,,,,,,,,
Lexus RX 330 AWD 2006 Gray,"₦ 6,500,000",₦ 6.5 M ~ 6.57 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/115101044_NjIwLTQ2NS05NmMxNmJkYWM1.webp,https://pictures-nigeria.jijistatic.com/115101044_MTExLTgzLTk2YzE2YmRhYzU.webp | https://pictures-nigeria.jijistatic.com/115101039_MTExLTgzLWU5ZjM4NjExNmM.webp | https://pictures-nigeria.jijistatic.com/115101040_MTExLTgzLTlhYzY0OWE1NjA.webp | https://pictures-nigeria.jijistatic.com/115101043_MTExLTgzLWM4YmJmZDFjZjY.webp | https://pictures-nigeria.jijistatic.com/115101041_MTExLTgzLWVkZjE3NWYyM2Q.webp,Automatic,989760 km,Petrol,Foreign Used,CD Player | Alloy Wheels | Airbags | Air Conditioning | AM/FM Radio,Delfunauto,https://jiji.ng/apapa/cars/lexus-rx-330-awd-2006-gray-yIjIZDefgEWQ3zVaFEFiTxzu.html,No faults,Lexus,RX,2006,Gray,No,330 AWD,SUV,All Wheel,3300           cc,6,226           hp,5,Yes,
Toyota Camry 2011 Gray,"₦ 2,750,000",₦ 3.54 M ~ 3.81 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/117360504_NjIwLTgyNy01ZjIwNzliZTVk.webp,https://pictures-nigeria.jijistatic.com/117360504_MTExLTE0OC01ZjIwNzliZTVk.webp | https://pictures-nigeria.jijistatic.com/117360497_MTExLTE0OC1iYWFiYTliMjk1.webp | https://pictures-nigeria.jijistatic.com/117360503_MTExLTE0OC02Y2U4NTJjNDhj.webp | https://pictures-nigeria.jijistatic.com/117360507_MTExLTE0OC01MDZiZDFmZDdm.webp | https://pictures-nigeria.jijistatic.com/117360500_MTExLTE0OC1iZGY1NTQwMzli.webp,Automatic,,Petrol,Nigerian Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags,Bemovea Group,https://jiji.ng/ojodu/cars/toyota-camry-2011-gray-kOjqpPuWZzgrQGQzoQTeFbsA.html,"No faults, Unpainted, Original parts",Toyota,Camry,2011,Gray,Yes,LE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,169           hp,5,,
ZX Auto Grand Tiger Double Cab 2013 Black,"₦ 10,000,000",,"Lagos, Ojo",https://pictures-nigeria.jijistatic.com/111683719_NjIwLTQ2NS1mZmE3NGYwZmQ0.webp,https://pictures-nigeria.jijistatic.com/111683719_MTExLTgzLWZmYTc0ZjBmZDQ.webp | https://pictures-nigeria.jijistatic.com/111683713_MTExLTgzLTEwZWE2OGE4OWE.webp | https://pictures-nigeria.jijistatic.com/111683714_MTExLTgzLTExOTg1YjcwMjc.webp | https://pictures-nigeria.jijistatic.com/111683715_MTExLTgzLWMxODZiMmZmZmU.webp | https://pictures-nigeria.jijistatic.com/111683716_MTExLTgzLWFlOTA1MDRmMDI.webp,Automatic,,,Foreign Used,,Ajiboro Remi Emeka,https://jiji.ng/ojo/cars/zx-auto-grand-tiger-double-cab-2013-black-aXrYAg4hrkEFpUytjXPsBt1i.html,No faults,ZX Auto,Grand Tiger,2013,Black,No,Double Cab,,,,,,,No,
Toyota RAV4 V6 2007 Red,"₦ 5,100,000",₦ 5.4 M ~ 5.66 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/80175796_NjIwLTQ2NS0xZTJhZGM4Njc4.webp,https://pictures-nigeria.jijistatic.com/80175796_MTExLTgzLTFlMmFkYzg2Nzg.webp | https://pictures-nigeria.jijistatic.com/80175696_MTExLTgzLWU4NGJmYmNjMjE.webp | https://pictures-nigeria.jijistatic.com/80175809_MTExLTgzLTNiYjQ4NDIxN2Y.webp | https://pictures-nigeria.jijistatic.com/80175863_MTExLTgzLTZhNDQwOWM1ODQ.webp | https://pictures-nigeria.jijistatic.com/80175864_MTExLTgzLWY4NWYyYzg4MDI.webp,Automatic,,Petrol,Foreign Used,,Delight Autos,https://jiji.ng/apapa/cars/toyota-rav4-v6-2007-red-3JkFBkIZd1rfxwGYCGIM8Pk1.html,"Original parts, No faults",Toyota,RAV4,2007,Red,No,V6,SUV,All Wheel,3500           cc,6,,5,,
Toyota Highlander Limited 2008 White,"₦ 7,600,000,",₦ 8.45 M ~ 8.72 M,"Lagos, Agege",https://pictures-nigeria.jijistatic.com/107692492_NjIwLTQ2NS1mYjg0ZDE5N2Fk.webp,https://pictures-nigeria.jijistatic.com/107692492_MTExLTgzLWZiODRkMTk3YWQ.webp | https://pictures-nigeria.jijistatic.com/107692526_MTExLTgzLTBkM2YxOTU5YTc.webp | https://pictures-nigeria.jijistatic.com/107692527_MTExLTgzLWEwMzQ3YzhiYWI.webp | https://pictures-nigeria.jijistatic.com/107692548_MTExLTgzLTY1Njg1Y2IyYjU.webp | https://pictures-nigeria.jijistatic.com/107692549_MTExLTgzLTM5MGZjYmM1NzQ.webp,Automatic,97000 km,Petrol,Foreign Used,,Lekan,https://jiji.ng/agege/cars/toyota-highlander-limited-2008-white-rCFNf0OHZXVeJIJaX1mAjsZm.html,No faults,Toyota,Highlander,2008,White,No,Limited,SUV,Front Wheel,3500           cc,6,275           hp,7,Yes,
Toyota Corolla 2004 Green,"₦ 2,150,000,",₦ 2.23 M ~ 2.4 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/117197682_NjIwLTQ2NS0zNDM5ODdlZjYy.webp,https://pictures-nigeria.jijistatic.com/117197682_MTExLTgzLTM0Mzk4N2VmNjI.webp | https://pictures-nigeria.jijistatic.com/117197686_MTExLTg5LTIwMjBkYWQ5OTc.webp | https://pictures-nigeria.jijistatic.com/117197687_MTExLTYzLTc0MWMzNDUyOGY.webp | https://pictures-nigeria.jijistatic.com/117197684_MTExLTgzLWM1YmI2OGZjOTE.webp | https://pictures-nigeria.jijistatic.com/117197701_MTExLTgzLWFhMzQzNzU3N2Q.webp,Automatic,211122 km,,Nigerian Used,Electric Windows | Sunroof | Cup Holders | Front Fog Lamps | Air Conditioning | Airbags | Alloy Wheels | CD Player | AM/FM Radio | Armrests,Ola D-City,https://jiji.ng/ibadan/cars/toyota-corolla-2004-green-whHzDSBKmEN1SZ3jSYHZk6nj.html,No faults,Toyota,Corolla,2004,Green,Yes,,,,,,,,No,
Toyota RAV4 2007 Silver,"₦ 6,500,000",₦ 5.4 M ~ 5.66 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/107884001_NjIwLTQ2NS0wNDExODI1Y2U2.webp,https://pictures-nigeria.jijistatic.com/107884001_MTExLTgzLTA0MTE4MjVjZTY.webp | https://pictures-nigeria.jijistatic.com/107883997_MTExLTgzLWQ4MjAyZGU3ZGE.webp | https://pictures-nigeria.jijistatic.com/107883998_MTExLTgzLTM1Nzc4NmEyYTY.webp | https://pictures-nigeria.jijistatic.com/107883999_MTExLTgzLWYzMTFkNWYxZmQ.webp | https://pictures-nigeria.jijistatic.com/107884002_MTExLTgzLWRjY2Y5OGI5OWM.webp,Automatic,,,Foreign Used,,JB autos,https://jiji.ng/lekki/cars/toyota-rav4-2007-silver-wQ0CJ4BxwsMP4fGdr3nSM06w.html,"No faults, Original parts",Toyota,RAV4,2007,Silver,No,,,,,,,,,
Hyundai Sonata 2010 Black,"₦ 3,800,000,",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117157594_NjIwLTQ2NS0zZTVhOWZlYWEx.webp,https://pictures-nigeria.jijistatic.com/117157594_MTExLTgzLTNlNWE5ZmVhYTE.webp | https://pictures-nigeria.jijistatic.com/117157590_MTExLTgzLWExYmNjMDdkMzM.webp | https://pictures-nigeria.jijistatic.com/117157592_MTExLTgzLWJiOWM4ZTNlYTU.webp | https://pictures-nigeria.jijistatic.com/117157608_MTExLTgzLTI5YThhYTEwMmY.webp | https://pictures-nigeria.jijistatic.com/117157609_MTExLTgzLThmMGZhOTk4MmE.webp,Automatic,,,Nigerian Used,,Chidinma Kyla Autos,https://jiji.ng/port-harcourt/cars/hyundai-sonata-2010-black-eLFvEFU8pQEdpb4ia0ciaGXe.html,No faults,Hyundai,Sonata,2010,Black,,,,,,,,,,
Acura MDX 2008 Gray,"₦ 5,700,000",₦ 4.85 M ~ 5.2 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/115102533_NjIwLTQ2NS04OGZkNjBmMmQw.webp,https://pictures-nigeria.jijistatic.com/115102533_MTExLTgzLTg4ZmQ2MGYyZDA.webp | https://pictures-nigeria.jijistatic.com/115102530_MTExLTgzLTAxODU3MGFiN2I.webp | https://pictures-nigeria.jijistatic.com/115102531_MTExLTgzLTY3NTBmZjM3MmQ.webp | https://pictures-nigeria.jijistatic.com/115102532_MTExLTgzLTk5YWY2MTc3NWY.webp | https://pictures-nigeria.jijistatic.com/115102537_MTExLTgzLWQ5YjExNDAxZjc.webp,Automatic,863400 km,,Foreign Used,Airbags | Alloy Wheels | Air Conditioning | AM/FM Radio | CD Player,Delfunauto,https://jiji.ng/apapa/cars/acura-mdx-2008-gray-l8hRA8Ay8MzKwuqe6q8CSAHW.html,No faults,Acura,MDX,2008,Gray,No,,,,,,,,,
Toyota RAV4 Limited V6 2008 White,"₦ 3,600,000,",₦ 3.4 M ~ 3.6 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/116577312_NjIwLTQ3OC0zMzMxNzc1ZTgz.webp,https://pictures-nigeria.jijistatic.com/116577312_MTExLTg2LTMzMzE3NzVlODM.webp | https://pictures-nigeria.jijistatic.com/116576956_MTExLTkzLTZjZjZiMzdiNzg.webp | https://pictures-nigeria.jijistatic.com/116577313_MTExLTg4LWZiYTMyNjNkMzg.webp | https://pictures-nigeria.jijistatic.com/116576952_MTExLTc3LTAwNGFmMWYxYzQ.webp | https://pictures-nigeria.jijistatic.com/116576970_MTExLTgzLTQwZDNmODlkYWU.webp,Automatic,,Petrol,Nigerian Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Cup Holders,De Edge Auto's,https://jiji.ng/surulere/cars/toyota-rav4-limited-v6-2008-white-rhwX2OV4oGwhOFKY1NSzZI2E.html,"First owner, First registration, No faults",Toyota,RAV4,2008,White,Yes,Limited V6,SUV,All Wheel,3500           cc,6,,5,,
Mercedes-Benz E350 2010 Gray,"₦ 8,450,000",₦ 7.5 M ~ 8.02 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/113368256_NjIwLTQ2NS03ODVkZTRkM2Qw.webp,https://pictures-nigeria.jijistatic.com/113368256_MTExLTgzLTc4NWRlNGQzZDA.webp | https://pictures-nigeria.jijistatic.com/113374059_MTExLTE0OC1kNjI2N2M0MDRj.webp | https://pictures-nigeria.jijistatic.com/113374060_MTExLTgzLTQyOTJiNTk1MTc.webp | https://pictures-nigeria.jijistatic.com/113374058_MTExLTgzLWZlNzg1YTg3OWI.webp | https://pictures-nigeria.jijistatic.com/113368342_MTExLTgzLWI0OGFmNjUyOGI.webp,Automatic,,,Foreign Used,,KOLAWOLE,https://jiji.ng/ibadan/cars/mercedes-benz-e350-2010-gray-idyZrymSLcnRPDwBd8BkP8bc.html,No faults,Mercedes-Benz,E350,2010,Gray,No,,,,,,,,,
Toyota Cynos 2011 Silver,"₦ 3,500,000,",,"Lagos, Agege",https://pictures-nigeria.jijistatic.com/117335513_NjIwLTQ2NS1hYzcwZTJlNGU2.webp,https://pictures-nigeria.jijistatic.com/117335513_MTExLTgzLWFjNzBlMmU0ZTY.webp | https://pictures-nigeria.jijistatic.com/117335510_MTExLTgzLTllNzkxOTNhNTk.webp | https://pictures-nigeria.jijistatic.com/117335448_MTExLTgzLWYyYmZiNGI5NTQ.webp | https://pictures-nigeria.jijistatic.com/117335509_MTExLTgzLWE5YjllMGNiYzI.webp | https://pictures-nigeria.jijistatic.com/117335512_MTExLTgzLTcxZjY2OGRiMTQ.webp,Manual,,,Foreign Used,,ALFA autos,https://jiji.ng/agege/cars/toyota-cynos-2011-silver-cR5XapurKeqdEMtUsXEVA489.html,No faults,Toyota,Cynos,2011,Silver,No,,,,,,,,,
Lexus RX 350 2011 Black,"₦ 10,500,000,",₦ 7.99 M ~ 8.46 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/116857621_NjIwLTgyNy03MzcyMDk3MjJk.webp,https://pictures-nigeria.jijistatic.com/116857621_MTExLTE0OC03MzcyMDk3MjJk.webp | https://pictures-nigeria.jijistatic.com/116857624_MTExLTE0OC01ODE5ZWQ5MTM3.webp | https://pictures-nigeria.jijistatic.com/116857625_MTExLTE0OC00YWNkMTU2N2Nh.webp | https://pictures-nigeria.jijistatic.com/116857626_MTExLTE0OC01MzdiNTQ0Zjg3.webp | https://pictures-nigeria.jijistatic.com/116857628_MTExLTE0OC03NGNhODVmYzAy.webp,Automatic,69488 km,Petrol,Nigerian Used,LED Headlights | Sunroof | Cup Holders | AM/FM Radio | Xenon Lights | Airbags | Roof Rack | Blind Spot Monitor | Winch | Cruise Control | Electric Mirrors | CD Player | Parking Assist | Traction Control | Alloy Wheels | Armrests | Anti-Lock Brakes | Air Conditioning | CarPlay | Parking Sensors | Electric Windows | Leather Seats | Front Fog Lamps | Spotlight,Okpapi Emmanuel,https://jiji.ng/port-harcourt/cars/lexus-rx-350-2011-black-BDNwevvjrQ7OJA9ullMmSJkL.html,"First owner, Unpainted, Original parts",Lexus,RX,2011,Black,Yes,350,SUV,Front Wheel,3500           cc,6,279           hp,5,,
Toyota Camry 2004 Black,"₦ 1,950,000,",₦ 2 M ~ 2.2 M,"Lagos, Yaba",https://pictures-nigeria.jijistatic.com/117161867_NjIwLTQ2NS05OTBiOTU1ZDdi.webp,https://pictures-nigeria.jijistatic.com/117161867_MTExLTgzLTk5MGI5NTVkN2I.webp | https://pictures-nigeria.jijistatic.com/117161869_MTExLTgzLTE5MDU0NjU4Zjc.webp | https://pictures-nigeria.jijistatic.com/117161910_MTExLTgzLTllYTFjYWEwNTk.webp | https://pictures-nigeria.jijistatic.com/117161876_MTExLTgzLWIzNTRmNzYwN2U.webp | https://pictures-nigeria.jijistatic.com/117161928_MTExLTgzLTU4ZmM3NTkyOTM.webp,Automatic,,Petrol,Nigerian Used,,Offor Chris Mereze,https://jiji.ng/yaba/cars/toyota-camry-2004-black-wBrRW6t1BLgfUWsfF9eb2YV0.html,No faults,Toyota,Camry,2004,Black,Yes,SE V6 4dr Sedan (3.3L 6cyl 5A),Sedan,Front,3300           cc,6,225           hp,5,,
Volkswagen Passat 2011 Black,"₦ 1,750,000,",,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/108398137_NjIwLTc3NS0yMDY3ZjU0Nzk3.webp,https://pictures-nigeria.jijistatic.com/108398137_MTExLTEzOS0yMDY3ZjU0Nzk3.webp | https://pictures-nigeria.jijistatic.com/108398136_MTExLTEzOS1hNDAyMTRkMDE0.webp | https://pictures-nigeria.jijistatic.com/108398135_MTExLTEzOC05ZGYyMGYxMDgz.webp | https://pictures-nigeria.jijistatic.com/108398130_MTExLTgzLTNmOWYwYTQ4NWI.webp | https://pictures-nigeria.jijistatic.com/108398132_MTExLTgzLWE2ZDJlZTk0YzU.webp,Automatic,80000 km,,Nigerian Used,,Bolanle NG,https://jiji.ng/ikeja/cars/volkswagen-passat-2011-black-zi5gr6KaRqSDgtYSJ8u9gogW.html,"Original parts, Unpainted, No faults",Volkswagen,Passat,2011,Black,Yes,,,,,,,,,
Lexus RX 330 2006 Gray,"₦ 4,300,000,",₦ 4 M ~ 4.3 M,"Abuja, Wuse 2",https://pictures-nigeria.jijistatic.com/117362615_NjIwLTQ2NS1mNjAzMzczZDg2.webp,https://pictures-nigeria.jijistatic.com/117362615_MTExLTgzLWY2MDMzNzNkODY.webp | https://pictures-nigeria.jijistatic.com/117362616_MTExLTgzLWFhNDA3ZjAyMzY.webp | https://pictures-nigeria.jijistatic.com/117362617_MTExLTgzLTA1ODc4M2Q3MzA.webp | https://pictures-nigeria.jijistatic.com/117362619_MTExLTgzLTcxZDk0N2Q0Nzg.webp | https://pictures-nigeria.jijistatic.com/117362620_MTExLTgzLTVjOGNmNzAxMTQ.webp,Automatic,,,Nigerian Used,,H Connects Globalltd,https://jiji.ng/wuse-ii/cars/lexus-rx-330-2006-gray-ubgHG14MxIRJgkxR20plBHuX.html,No faults,Lexus,RX 330,2006,Gray,Yes,,,,,,,,,
Mercedes-Benz GL-Class 2014 Black,"₦ 16,900,000",₦ 16.5 M ~ 17.5 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/107294524_NjIwLTQ2NC01ZTUyNjFhOGEz.webp,https://pictures-nigeria.jijistatic.com/107294524_MTExLTgzLTVlNTI2MWE4YTM.webp | https://pictures-nigeria.jijistatic.com/107294523_MTExLTgzLWVmYmFjMTgwYzE.webp | https://pictures-nigeria.jijistatic.com/107294525_MTExLTgzLWE2MWUyMGVkMzU.webp | https://pictures-nigeria.jijistatic.com/107294528_MTExLTgzLTZkYzgwNWEyYzU.webp | https://pictures-nigeria.jijistatic.com/107294526_MTExLTgzLTEwMzFkYTZiNGI.webp,Automatic,,Petrol,Foreign Used,,Skipa Autos,https://jiji.ng/ogba/cars/mercedes-benz-gl-class-2014-black-7pBPXC05CTUcwAH7DCu5D5et.html,"No faults, Original parts",Mercedes-Benz,GL-Class,2014,Black,No,GL450 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),SUV,All Wheel,4700           cc,8,362           hp,7,,
Ford Focus 2012 Silver,"₦ 2,800,000",,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/117185306_NjIwLTQ2NS0xY2NiY2I3YzIz.webp,https://pictures-nigeria.jijistatic.com/117185306_MTExLTgzLTFjY2JjYjdjMjM.webp | https://pictures-nigeria.jijistatic.com/117185298_MTExLTgzLTBmZTIzZjQ2MmI.webp | https://pictures-nigeria.jijistatic.com/117185296_MTExLTgzLTdhYjQ2NTQ3ZTk.webp | https://pictures-nigeria.jijistatic.com/117185314_MTExLTgzLWE0MzE3OWQ2ZTY.webp | https://pictures-nigeria.jijistatic.com/117185316_MTExLTgzLWZjNDM5N2NmMTk.webp,Automatic,,,Nigerian Used,,Kingsley Akimbo,https://jiji.ng/gwarinpa/cars/ford-focus-2012-silver-6huxffNCi9VucXCPvuojQGPr.html,No faults,Ford,Focus,2012,Silver,Yes,,,,,,,,,
Acura MDX 2011 Gray,"₦ 7,000,000",₦ 6.5 M ~ 7.32 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/104487873_NjIwLTM0OC01OTY5NzBmM2Q5.webp,https://pictures-nigeria.jijistatic.com/104487873_MTExLTYyLTU5Njk3MGYzZDk.webp | https://pictures-nigeria.jijistatic.com/104487906_MTExLTYyLTNmOThmMjRmNzQ.webp | https://pictures-nigeria.jijistatic.com/104487908_MTExLTYyLTAzNGJmMmFmMTc.webp | https://pictures-nigeria.jijistatic.com/104487910_MTExLTYyLWE4Y2ZmMWU5Nzk.webp | https://pictures-nigeria.jijistatic.com/104487938_MTExLTYyLTFjOTI3MzBkMjY.webp,Automatic,75000 km,Petrol,Foreign Used,,Oyi Motors,https://jiji.ng/apapa/cars/acura-mdx-2011-gray-mIvfaRIvHSk2o6M60i2fchPB.html,No faults,Acura,MDX,2011,Gray,,SUV 4dr AWD (3.7L 6cyl 6A),SUV,All Wheel,3700           cc,6,300           hp,7,,
Land Rover Range Rover Vogue 2018 Gray,"₦ 50,000,000,",,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117160389_NjIwLTQ2NS0wYzBlYWJmYjFj.webp,https://pictures-nigeria.jijistatic.com/117160389_MTExLTgzLTBjMGVhYmZiMWM.webp | https://pictures-nigeria.jijistatic.com/117178946_MTExLTE0OC0zZmIzYWRiNTc2.webp | https://pictures-nigeria.jijistatic.com/117160380_MTExLTgzLTM2NjBjODBlMDg.webp | https://pictures-nigeria.jijistatic.com/117178948_MTExLTE0OC1kMTE3MjBiMzY3.webp | https://pictures-nigeria.jijistatic.com/117178949_MTExLTE0OC1lYTRiZmE3NzNk.webp,Automatic,50000 km,,Nigerian Used,Alloy Wheels | Air Conditioning | AM/FM Radio | Airbags | Electric Windows | Leather Seats,Dayo Itunu,https://jiji.ng/lekki/cars/land-rover-range-rover-vogue-2018-gray-mtopZwSiD1B2CAyUD5CLhfPw.html,"No faults, First owner, First registration",Land Rover,Range Rover Vogue,2018,Gray,Yes,,,,,,,,No,
Lexus RX 350 AWD 2008 Blue,"₦ 6,300,000",₦ 7.18 M ~ 7.5 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/104646607_NjIwLTQ2NS02MDc4MGQ5MGNm.webp,https://pictures-nigeria.jijistatic.com/104646607_MTExLTgzLTYwNzgwZDkwY2Y.webp | https://pictures-nigeria.jijistatic.com/104646594_MTExLTgzLWRlYTMxMmNkY2I.webp | https://pictures-nigeria.jijistatic.com/104646603_MTExLTgzLTY4NmIwZTNjMTU.webp | https://pictures-nigeria.jijistatic.com/104646609_MTExLTgzLTIwNDczMjgzNWM.webp | https://pictures-nigeria.jijistatic.com/104646606_MTExLTgzLWZkMTMxMDliNWI.webp,Automatic,,Petrol,Foreign Used,,Oladipupo Motors,https://jiji.ng/alimosho/cars/lexus-rx-350-awd-2008-blue-g2lWgKMHoKdr8BZ6slnPByiS.html,No faults,Lexus,RX,2008,Blue,No,350 AWD,SUV,All Wheel,3400           cc,6,274           hp,5,,
